Sample_ID,Experimental_group,taxa,RA,cycle,animal
247.1.16,Mock,Chlamydia,0,1,247
247.1.16,Mock,Clostridiaceae.otu1,0.31,1,247
247.1.16,Mock,Clostridiaceae(Family),5.93,1,247
247.1.16,Mock,Corynebacterium,17.35,1,247
247.1.16,Mock,Enterococcus,4.34,1,247
247.1.16,Mock,Erysipelotrichacea_PSB-M-3,0.37,1,247
247.1.16,Mock,Escherichia,0,1,247
247.1.16,Mock,Facklamia,3.18,1,247
247.1.16,Mock,Helcococcus,0.12,1,247
247.1.16,Mock,Other,16.1,1,247
247.1.16,Mock,Peptococcus,0.1,1,247
247.1.16,Mock,Peptoniphilus,1.12,1,247
247.1.16,Mock,Porphyromonadaceae.Family.,1.37,1,247
247.1.16,Mock,Porphyromonas,3.43,1,247
247.1.16,Mock,Proteus,0,1,247
247.1.16,Mock,Ruminococcaceae.Family.,1.62,1,247
247.1.16,Mock,Rummeliibacillus,0.44,1,247
247.1.16,Mock,Solibacillus,1,1,247
247.1.16,Mock,Staphylococcus,1.31,1,247
247.1.16,Mock,Streptococcaceae.Family.,0.06,1,247
247.1.16,Mock,Weissella,0.5,1,247
247.2.02,Mock,Acinetobacter,1.94,2,247
247.2.02,Mock,Actinomyces,4.34,2,247
247.2.02,Mock,Actinomycetales.Order.,1.15,2,247
247.2.02,Mock,Aerococcaceae(Family),0.15,2,247
247.2.02,Mock,Aerococcus,7.81,2,247
247.2.02,Mock,Allobaculum,8.97,2,247
247.2.02,Mock,Anaerococcus,3.92,2,247
247.2.02,Mock,Arcanobacterium,2.42,2,247
247.2.02,Mock,Bacteroidales_S24-7(Family),2.62,2,247
247.2.02,Mock,Chlamydia,0,2,247
247.2.02,Mock,Clostridiaceae.otu1,0.4,2,247
247.2.02,Mock,Clostridiaceae(Family),4.91,2,247
247.2.02,Mock,Corynebacterium,29.56,2,247
247.2.02,Mock,Enterococcus,3.9,2,247
247.2.02,Mock,Erysipelotrichacea_PSB-M-3,0.45,2,247
247.2.02,Mock,Escherichia,0.01,2,247
247.2.02,Mock,Facklamia,4.23,2,247
247.2.02,Mock,Helcococcus,0.14,2,247
247.2.02,Mock,Other,10.1,2,247
247.2.02,Mock,Peptococcus,0.4,2,247
247.2.02,Mock,Peptoniphilus,3.62,2,247
247.2.02,Mock,Porphyromonadaceae.Family.,0.38,2,247
247.2.02,Mock,Porphyromonas,4.89,2,247
247.2.02,Mock,Proteus,0.12,2,247
247.2.02,Mock,Ruminococcaceae.Family.,1.36,2,247
247.2.02,Mock,Rummeliibacillus,0.36,2,247
247.2.02,Mock,Solibacillus,0.42,2,247
247.2.02,Mock,Staphylococcus,1.11,2,247
247.2.02,Mock,Streptococcaceae.Family.,0.03,2,247
247.2.02,Mock,Weissella,0.31,2,247
247.2.05,Mock,Acinetobacter,1.05,2,247
247.2.05,Mock,Actinomyces,5.03,2,247
247.2.05,Mock,Actinomycetales.Order.,1.53,2,247
247.2.05,Mock,Aerococcaceae(Family),0.52,2,247
247.2.05,Mock,Aerococcus,3.79,2,247
247.2.05,Mock,Allobaculum,2.51,2,247
247.2.05,Mock,Anaerococcus,5.83,2,247
247.2.05,Mock,Arcanobacterium,5.65,2,247
247.2.05,Mock,Bacteroidales_S24-7(Family),0.38,2,247
247.2.05,Mock,Chlamydia,0,2,247
247.2.05,Mock,Clostridiaceae.otu1,0.58,2,247
247.2.05,Mock,Clostridiaceae(Family),6.97,2,247
247.2.05,Mock,Corynebacterium,22.16,2,247
247.2.05,Mock,Enterococcus,2.73,2,247
247.2.05,Mock,Erysipelotrichacea_PSB-M-3,1.15,2,247
247.2.05,Mock,Escherichia,0.13,2,247
247.2.05,Mock,Facklamia,4.39,2,247
247.2.05,Mock,Helcococcus,1.32,2,247
247.2.05,Mock,Other,19,2,247
247.2.05,Mock,Peptococcus,0.9,2,247
247.2.05,Mock,Peptoniphilus,5.19,2,247
247.2.05,Mock,Porphyromonadaceae.Family.,0.93,2,247
247.2.05,Mock,Porphyromonas,5.22,2,247
247.2.05,Mock,Proteus,0.68,2,247
247.2.05,Mock,Ruminococcaceae.Family.,0.16,2,247
247.2.05,Mock,Rummeliibacillus,0.3,2,247
247.2.05,Mock,Solibacillus,0.59,2,247
247.2.05,Mock,Staphylococcus,1.14,2,247
247.2.05,Mock,Streptococcaceae.Family.,0.08,2,247
247.2.05,Mock,Weissella,0.04,2,247
247.2.08,Mock,Acinetobacter,1.56,2,247
247.2.08,Mock,Actinomyces,2.33,2,247
247.2.08,Mock,Actinomycetales.Order.,1.05,2,247
247.2.08,Mock,Aerococcaceae(Family),0.24,2,247
247.2.08,Mock,Aerococcus,10.2,2,247
247.2.08,Mock,Allobaculum,4.13,2,247
247.2.08,Mock,Anaerococcus,7.88,2,247
247.2.08,Mock,Arcanobacterium,2.01,2,247
247.2.08,Mock,Bacteroidales_S24-7(Family),0.21,2,247
247.2.08,Mock,Chlamydia,0,2,247
247.2.08,Mock,Clostridiaceae.otu1,0.35,2,247
247.2.08,Mock,Clostridiaceae(Family),6.66,2,247
247.2.08,Mock,Corynebacterium,25.48,2,247
247.2.08,Mock,Enterococcus,2.92,2,247
247.2.08,Mock,Erysipelotrichacea_PSB-M-3,0.56,2,247
247.2.08,Mock,Escherichia,0.07,2,247
247.2.08,Mock,Facklamia,3.47,2,247
247.2.08,Mock,Helcococcus,1.28,2,247
247.2.08,Mock,Other,6.8,2,247
247.2.08,Mock,Peptococcus,0.7,2,247
247.2.08,Mock,Peptoniphilus,7.81,2,247
247.2.08,Mock,Porphyromonadaceae.Family.,0.42,2,247
247.2.08,Mock,Porphyromonas,10,2,247
247.2.08,Mock,Proteus,0.07,2,247
247.2.08,Mock,Ruminococcaceae.Family.,0.42,2,247
247.2.08,Mock,Rummeliibacillus,0.07,2,247
247.2.08,Mock,Solibacillus,1.11,2,247
247.2.08,Mock,Staphylococcus,1.87,2,247
247.2.08,Mock,Streptococcaceae.Family.,0,2,247
247.2.08,Mock,Weissella,0.35,2,247
247.2.11,Mock,Acinetobacter,1.44,2,247
247.2.11,Mock,Actinomyces,0.68,2,247
247.2.11,Mock,Actinomycetales.Order.,1.44,2,247
247.2.11,Mock,Aerococcaceae(Family),0.21,2,247
247.2.11,Mock,Aerococcus,7.23,2,247
247.2.11,Mock,Allobaculum,6.96,2,247
247.2.11,Mock,Anaerococcus,3.07,2,247
247.2.11,Mock,Arcanobacterium,1.44,2,247
247.2.11,Mock,Bacteroidales_S24-7(Family),1.34,2,247
247.2.11,Mock,Chlamydia,0,2,247
247.2.11,Mock,Clostridiaceae.otu1,0.3,2,247
247.2.11,Mock,Clostridiaceae(Family),6.55,2,247
247.2.11,Mock,Corynebacterium,32.32,2,247
247.2.11,Mock,Enterococcus,2.14,2,247
247.2.11,Mock,Erysipelotrichacea_PSB-M-3,0.53,2,247
247.2.11,Mock,Escherichia,0,2,247
247.2.11,Mock,Facklamia,3.12,2,247
247.2.11,Mock,Helcococcus,0.32,2,247
247.2.11,Mock,Other,13.5,2,247
247.2.11,Mock,Peptococcus,0.3,2,247
247.2.11,Mock,Peptoniphilus,4.66,2,247
247.2.11,Mock,Porphyromonadaceae.Family.,0.45,2,247
247.2.11,Mock,Porphyromonas,7.19,2,247
247.2.11,Mock,Proteus,0.02,2,247
247.2.11,Mock,Ruminococcaceae.Family.,1.17,2,247
247.2.11,Mock,Rummeliibacillus,0.17,2,247
247.2.11,Mock,Solibacillus,1.38,2,247
247.2.11,Mock,Staphylococcus,1.87,2,247
247.2.11,Mock,Streptococcaceae.Family.,0,2,247
247.2.11,Mock,Weissella,0.19,2,247
247.2.14,Mock,Acinetobacter,0.3,2,247
247.2.14,Mock,Actinomyces,9.81,2,247
247.2.14,Mock,Actinomycetales.Order.,0.54,2,247
247.2.14,Mock,Aerococcaceae(Family),0.9,2,247
247.2.14,Mock,Aerococcus,1.67,2,247
247.2.14,Mock,Allobaculum,0.6,2,247
247.2.14,Mock,Anaerococcus,24.2,2,247
247.2.14,Mock,Arcanobacterium,0.23,2,247
247.2.14,Mock,Bacteroidales_S24-7(Family),0.07,2,247
247.2.14,Mock,Chlamydia,0,2,247
247.2.14,Mock,Clostridiaceae.otu1,0.2,2,247
247.2.14,Mock,Clostridiaceae(Family),3.68,2,247
247.2.14,Mock,Corynebacterium,28.58,2,247
247.2.14,Mock,Enterococcus,1.04,2,247
247.2.14,Mock,Erysipelotrichacea_PSB-M-3,0.07,2,247
247.2.14,Mock,Escherichia,0,2,247
247.2.14,Mock,Facklamia,12.52,2,247
247.2.14,Mock,Helcococcus,1.74,2,247
247.2.14,Mock,Other,2.3,2,247
247.2.14,Mock,Peptococcus,0.4,2,247
247.2.14,Mock,Peptoniphilus,7.3,2,247
247.2.14,Mock,Porphyromonadaceae.Family.,0.03,2,247
247.2.14,Mock,Porphyromonas,1.14,2,247
247.2.14,Mock,Proteus,0,2,247
247.2.14,Mock,Ruminococcaceae.Family.,0.1,2,247
247.2.14,Mock,Rummeliibacillus,0.17,2,247
247.2.14,Mock,Solibacillus,0.3,2,247
247.2.14,Mock,Staphylococcus,2.01,2,247
247.2.14,Mock,Streptococcaceae.Family.,0.03,2,247
247.2.14,Mock,Weissella,0.03,2,247
247.2.16,Mock,Acinetobacter,1.64,2,247
247.2.16,Mock,Actinomyces,1.1,2,247
247.2.16,Mock,Actinomycetales.Order.,1.11,2,247
247.2.16,Mock,Aerococcaceae(Family),0.25,2,247
247.2.16,Mock,Aerococcus,6.03,2,247
247.2.16,Mock,Allobaculum,6.47,2,247
247.2.16,Mock,Anaerococcus,3.47,2,247
247.2.16,Mock,Arcanobacterium,2.08,2,247
247.2.16,Mock,Bacteroidales_S24-7(Family),0.65,2,247
247.2.16,Mock,Chlamydia,0,2,247
247.2.16,Mock,Clostridiaceae.otu1,0.16,2,247
247.2.16,Mock,Clostridiaceae(Family),4.24,2,247
247.2.16,Mock,Corynebacterium,38.84,2,247
247.2.16,Mock,Enterococcus,2.48,2,247
247.2.16,Mock,Erysipelotrichacea_PSB-M-3,0.3,2,247
247.2.16,Mock,Escherichia,0,2,247
247.2.16,Mock,Facklamia,3.43,2,247
247.2.16,Mock,Helcococcus,0.36,2,247
247.2.16,Mock,Other,14.5,2,247
247.2.16,Mock,Peptococcus,0.4,2,247
247.2.16,Mock,Peptoniphilus,3.25,2,247
247.2.16,Mock,Porphyromonadaceae.Family.,0.23,2,247
247.2.16,Mock,Porphyromonas,4.32,2,247
247.2.16,Mock,Proteus,0.06,2,247
247.2.16,Mock,Ruminococcaceae.Family.,0.38,2,247
247.2.16,Mock,Rummeliibacillus,0.26,2,247
247.2.16,Mock,Solibacillus,1.87,2,247
247.2.16,Mock,Staphylococcus,2.04,2,247
247.2.16,Mock,Streptococcaceae.Family.,0.01,2,247
247.2.16,Mock,Weissella,0.1,2,247
250.1.02,Mock,Acinetobacter,1.93,1,250
250.1.02,Mock,Actinomyces,2.02,1,250
250.1.02,Mock,Actinomycetales.Order.,0.34,1,250
250.1.02,Mock,Aerococcaceae(Family),0.91,1,250
250.1.02,Mock,Aerococcus,6.54,1,250
250.1.02,Mock,Allobaculum,3.68,1,250
250.1.02,Mock,Anaerococcus,6.25,1,250
250.1.02,Mock,Arcanobacterium,0.84,1,250
250.1.02,Mock,Bacteroidales_S24-7(Family),0.19,1,250
250.1.02,Mock,Chlamydia,0,1,250
250.1.02,Mock,Clostridiaceae.otu1,0.26,1,250
250.1.02,Mock,Clostridiaceae(Family),6.43,1,250
250.1.02,Mock,Corynebacterium,35.52,1,250
250.1.02,Mock,Enterococcus,5.17,1,250
250.1.02,Mock,Erysipelotrichacea_PSB-M-3,0.47,1,250
250.1.02,Mock,Escherichia,0,1,250
250.1.02,Mock,Facklamia,5.28,1,250
250.1.02,Mock,Helcococcus,1.12,1,250
250.1.02,Mock,Other,8.7,1,250
250.1.02,Mock,Peptococcus,0.4,1,250
250.1.02,Mock,Peptoniphilus,4.1,1,250
250.1.02,Mock,Porphyromonadaceae.Family.,0.32,1,250
250.1.02,Mock,Porphyromonas,3.29,1,250
250.1.02,Mock,Proteus,0.16,1,250
250.1.02,Mock,Ruminococcaceae.Family.,0.16,1,250
250.1.02,Mock,Rummeliibacillus,2.69,1,250
250.1.02,Mock,Solibacillus,2.4,1,250
250.1.02,Mock,Staphylococcus,0.87,1,250
250.1.02,Mock,Streptococcaceae.Family.,0,1,250
250.1.02,Mock,Weissella,0,1,250
250.1.05,Mock,Acinetobacter,1.99,1,250
250.1.05,Mock,Actinomyces,2.16,1,250
250.1.05,Mock,Actinomycetales.Order.,0.59,1,250
250.1.05,Mock,Aerococcaceae(Family),2.54,1,250
250.1.05,Mock,Aerococcus,24.1,1,250
250.1.05,Mock,Allobaculum,5.19,1,250
250.1.05,Mock,Anaerococcus,4.18,1,250
250.1.05,Mock,Arcanobacterium,0.68,1,250
250.1.05,Mock,Bacteroidales_S24-7(Family),0.84,1,250
250.1.05,Mock,Chlamydia,0,1,250
250.1.05,Mock,Clostridiaceae.otu1,0.53,1,250
250.1.05,Mock,Clostridiaceae(Family),3.04,1,250
250.1.05,Mock,Corynebacterium,21.79,1,250
250.1.05,Mock,Enterococcus,6.95,1,250
250.1.05,Mock,Erysipelotrichacea_PSB-M-3,0.46,1,250
250.1.05,Mock,Escherichia,0,1,250
250.1.05,Mock,Facklamia,5.78,1,250
250.1.05,Mock,Helcococcus,0.26,1,250
250.1.05,Mock,Other,8.1,1,250
250.1.05,Mock,Peptococcus,0.2,1,250
250.1.05,Mock,Peptoniphilus,4.17,1,250
250.1.05,Mock,Porphyromonadaceae.Family.,0.22,1,250
250.1.05,Mock,Porphyromonas,0.95,1,250
250.1.05,Mock,Proteus,0.01,1,250
250.1.05,Mock,Ruminococcaceae.Family.,0.56,1,250
250.1.05,Mock,Rummeliibacillus,1.27,1,250
250.1.05,Mock,Solibacillus,1.43,1,250
250.1.05,Mock,Staphylococcus,1.72,1,250
250.1.05,Mock,Streptococcaceae.Family.,0,1,250
250.1.05,Mock,Weissella,0.21,1,250
250.1.08,Mock,Acinetobacter,3.3,1,250
250.1.08,Mock,Actinomyces,1.59,1,250
250.1.08,Mock,Actinomycetales.Order.,1.31,1,250
250.1.08,Mock,Aerococcaceae(Family),0.59,1,250
250.1.08,Mock,Aerococcus,9.49,1,250
250.1.08,Mock,Allobaculum,13.7,1,250
250.1.08,Mock,Anaerococcus,2.4,1,250
250.1.08,Mock,Arcanobacterium,1.37,1,250
250.1.08,Mock,Bacteroidales_S24-7(Family),3.42,1,250
250.1.08,Mock,Chlamydia,0,1,250
250.1.08,Mock,Clostridiaceae.otu1,0.14,1,250
250.1.08,Mock,Clostridiaceae(Family),5.01,1,250
250.1.08,Mock,Corynebacterium,16.3,1,250
250.1.08,Mock,Enterococcus,6.65,1,250
250.1.08,Mock,Erysipelotrichacea_PSB-M-3,0.62,1,250
250.1.08,Mock,Escherichia,0,1,250
250.1.08,Mock,Facklamia,4.29,1,250
250.1.08,Mock,Helcococcus,0.19,1,250
250.1.08,Mock,Other,16.5,1,250
250.1.08,Mock,Peptococcus,0.2,1,250
250.1.08,Mock,Peptoniphilus,2.09,1,250
250.1.08,Mock,Porphyromonadaceae.Family.,0.54,1,250
250.1.08,Mock,Porphyromonas,3.25,1,250
250.1.08,Mock,Proteus,0,1,250
250.1.08,Mock,Ruminococcaceae.Family.,1.56,1,250
250.1.08,Mock,Rummeliibacillus,0.6,1,250
250.1.08,Mock,Solibacillus,1.83,1,250
250.1.08,Mock,Staphylococcus,2.75,1,250
250.1.08,Mock,Streptococcaceae.Family.,0,1,250
250.1.08,Mock,Weissella,0.35,1,250
250.1.11,Mock,Acinetobacter,0.8,1,250
250.1.11,Mock,Actinomyces,3.37,1,250
250.1.11,Mock,Actinomycetales.Order.,0.44,1,250
250.1.11,Mock,Aerococcaceae(Family),2.19,1,250
250.1.11,Mock,Aerococcus,13.15,1,250
250.1.11,Mock,Allobaculum,4.3,1,250
250.1.11,Mock,Anaerococcus,4.04,1,250
250.1.11,Mock,Arcanobacterium,1.04,1,250
250.1.11,Mock,Bacteroidales_S24-7(Family),0.44,1,250
250.1.11,Mock,Chlamydia,0,1,250
250.1.11,Mock,Clostridiaceae.otu1,0.74,1,250
250.1.11,Mock,Clostridiaceae(Family),8.29,1,250
250.1.11,Mock,Corynebacterium,33.48,1,250
250.1.11,Mock,Enterococcus,1.16,1,250
250.1.11,Mock,Erysipelotrichacea_PSB-M-3,0.45,1,250
250.1.11,Mock,Escherichia,0,1,250
250.1.11,Mock,Facklamia,5.23,1,250
250.1.11,Mock,Helcococcus,0.36,1,250
250.1.11,Mock,Other,6.4,1,250
250.1.11,Mock,Peptococcus,0.3,1,250
250.1.11,Mock,Peptoniphilus,4.7,1,250
250.1.11,Mock,Porphyromonadaceae.Family.,0.41,1,250
250.1.11,Mock,Porphyromonas,4.55,1,250
250.1.11,Mock,Proteus,0,1,250
250.1.11,Mock,Ruminococcaceae.Family.,0.8,1,250
250.1.11,Mock,Rummeliibacillus,0.28,1,250
250.1.11,Mock,Solibacillus,2.01,1,250
250.1.11,Mock,Staphylococcus,0.89,1,250
250.1.11,Mock,Streptococcaceae.Family.,0,1,250
250.1.11,Mock,Weissella,0.18,1,250
250.1.14,Mock,Acinetobacter,0.58,1,250
250.1.14,Mock,Actinomyces,8.27,1,250
250.1.14,Mock,Actinomycetales.Order.,0.34,1,250
250.1.14,Mock,Aerococcaceae(Family),0.81,1,250
250.1.14,Mock,Aerococcus,1.88,1,250
250.1.14,Mock,Allobaculum,2.69,1,250
250.1.14,Mock,Anaerococcus,6.28,1,250
250.1.14,Mock,Arcanobacterium,0.22,1,250
250.1.14,Mock,Bacteroidales_S24-7(Family),0.38,1,250
250.1.14,Mock,Chlamydia,0,1,250
250.1.14,Mock,Clostridiaceae.otu1,0.05,1,250
250.1.14,Mock,Clostridiaceae(Family),2.15,1,250
250.1.14,Mock,Corynebacterium,53.8,1,250
250.1.14,Mock,Enterococcus,0.43,1,250
250.1.14,Mock,Erysipelotrichacea_PSB-M-3,0.02,1,250
250.1.14,Mock,Escherichia,0,1,250
250.1.14,Mock,Facklamia,8.51,1,250
250.1.14,Mock,Helcococcus,0.27,1,250
250.1.14,Mock,Other,3.2,1,250
250.1.14,Mock,Peptococcus,0.4,1,250
250.1.14,Mock,Peptoniphilus,5.47,1,250
250.1.14,Mock,Porphyromonadaceae.Family.,0,1,250
250.1.14,Mock,Porphyromonas,0.2,1,250
250.1.14,Mock,Proteus,0,1,250
250.1.14,Mock,Ruminococcaceae.Family.,0.04,1,250
250.1.14,Mock,Rummeliibacillus,0.11,1,250
250.1.14,Mock,Solibacillus,2.82,1,250
250.1.14,Mock,Staphylococcus,1.08,1,250
250.1.14,Mock,Streptococcaceae.Family.,0.02,1,250
250.1.14,Mock,Weissella,0,1,250
250.2.02,Mock,Acinetobacter,0.62,2,250
250.2.02,Mock,Actinomyces,4.04,2,250
250.2.02,Mock,Actinomycetales.Order.,0.37,2,250
250.2.02,Mock,Aerococcaceae(Family),2.51,2,250
250.2.02,Mock,Aerococcus,9.16,2,250
250.2.02,Mock,Allobaculum,8.25,2,250
250.2.02,Mock,Anaerococcus,16.68,2,250
250.2.02,Mock,Arcanobacterium,1.58,2,250
250.2.02,Mock,Bacteroidales_S24-7(Family),2.7,2,250
250.2.02,Mock,Chlamydia,0,2,250
250.2.02,Mock,Clostridiaceae.otu1,0.8,2,250
250.2.02,Mock,Clostridiaceae(Family),5.94,2,250
250.2.02,Mock,Corynebacterium,12.84,2,250
250.2.02,Mock,Enterococcus,0.78,2,250
250.2.02,Mock,Erysipelotrichacea_PSB-M-3,1.97,2,250
250.2.02,Mock,Escherichia,0.11,2,250
250.2.02,Mock,Facklamia,8.64,2,250
250.2.02,Mock,Helcococcus,0.73,2,250
250.2.02,Mock,Other,9.1,2,250
250.2.02,Mock,Peptococcus,0.3,2,250
250.2.02,Mock,Peptoniphilus,7.24,2,250
250.2.02,Mock,Porphyromonadaceae.Family.,0.59,2,250
250.2.02,Mock,Porphyromonas,1.94,2,250
250.2.02,Mock,Proteus,0.21,2,250
250.2.02,Mock,Ruminococcaceae.Family.,1.1,2,250
250.2.02,Mock,Rummeliibacillus,0.25,2,250
250.2.02,Mock,Solibacillus,0.73,2,250
250.2.02,Mock,Staphylococcus,0.69,2,250
250.2.02,Mock,Streptococcaceae.Family.,0.11,2,250
250.2.02,Mock,Weissella,0.02,2,250
250.2.05,Mock,Acinetobacter,0.23,2,250
250.2.05,Mock,Actinomyces,3.12,2,250
250.2.05,Mock,Actinomycetales.Order.,0.32,2,250
250.2.05,Mock,Aerococcaceae(Family),1.66,2,250
250.2.05,Mock,Aerococcus,4.26,2,250
250.2.05,Mock,Allobaculum,4.74,2,250
250.2.05,Mock,Anaerococcus,6.01,2,250
250.2.05,Mock,Arcanobacterium,2.24,2,250
250.2.05,Mock,Bacteroidales_S24-7(Family),1.24,2,250
250.2.05,Mock,Chlamydia,0,2,250
250.2.05,Mock,Clostridiaceae.otu1,0.36,2,250
250.2.05,Mock,Clostridiaceae(Family),12.2,2,250
250.2.05,Mock,Corynebacterium,33.63,2,250
250.2.05,Mock,Enterococcus,0.3,2,250
250.2.05,Mock,Erysipelotrichacea_PSB-M-3,0.78,2,250
250.2.05,Mock,Escherichia,0,2,250
250.2.05,Mock,Facklamia,5.92,2,250
250.2.05,Mock,Helcococcus,0.65,2,250
250.2.05,Mock,Other,9.8,2,250
250.2.05,Mock,Peptococcus,0.2,2,250
250.2.05,Mock,Peptoniphilus,4.88,2,250
250.2.05,Mock,Porphyromonadaceae.Family.,0.47,2,250
250.2.05,Mock,Porphyromonas,2.76,2,250
250.2.05,Mock,Proteus,0.03,2,250
250.2.05,Mock,Ruminococcaceae.Family.,2.27,2,250
250.2.05,Mock,Rummeliibacillus,0.15,2,250
250.2.05,Mock,Solibacillus,0.98,2,250
250.2.05,Mock,Staphylococcus,0.81,2,250
250.2.05,Mock,Streptococcaceae.Family.,0,2,250
250.2.05,Mock,Weissella,0,2,250
250.2.08,Mock,Acinetobacter,0.58,2,250
250.2.08,Mock,Actinomyces,1.85,2,250
250.2.08,Mock,Actinomycetales.Order.,0.64,2,250
250.2.08,Mock,Aerococcaceae(Family),1.15,2,250
250.2.08,Mock,Aerococcus,15.87,2,250
250.2.08,Mock,Allobaculum,4.67,2,250
250.2.08,Mock,Anaerococcus,3.67,2,250
250.2.08,Mock,Arcanobacterium,0.74,2,250
250.2.08,Mock,Bacteroidales_S24-7(Family),0.81,2,250
250.2.08,Mock,Chlamydia,0,2,250
250.2.08,Mock,Clostridiaceae.otu1,0.32,2,250
250.2.08,Mock,Clostridiaceae(Family),5.9,2,250
250.2.08,Mock,Corynebacterium,31.49,2,250
250.2.08,Mock,Enterococcus,1.72,2,250
250.2.08,Mock,Erysipelotrichacea_PSB-M-3,0.5,2,250
250.2.08,Mock,Escherichia,0,2,250
250.2.08,Mock,Facklamia,4.35,2,250
250.2.08,Mock,Helcococcus,0.46,2,250
250.2.08,Mock,Other,6.9,2,250
250.2.08,Mock,Peptococcus,0.3,2,250
250.2.08,Mock,Peptoniphilus,3.51,2,250
250.2.08,Mock,Porphyromonadaceae.Family.,0.35,2,250
250.2.08,Mock,Porphyromonas,2.67,2,250
250.2.08,Mock,Proteus,0.02,2,250
250.2.08,Mock,Ruminococcaceae.Family.,0.82,2,250
250.2.08,Mock,Rummeliibacillus,0.53,2,250
250.2.08,Mock,Solibacillus,0.91,2,250
250.2.08,Mock,Staphylococcus,8.66,2,250
250.2.08,Mock,Streptococcaceae.Family.,0.05,2,250
250.2.08,Mock,Weissella,0.56,2,250
250.2.11,Mock,Acinetobacter,0.16,2,250
250.2.11,Mock,Actinomyces,0.36,2,250
250.2.11,Mock,Actinomycetales.Order.,1.4,2,250
250.2.11,Mock,Aerococcaceae(Family),0.07,2,250
250.2.11,Mock,Aerococcus,1.22,2,250
250.2.11,Mock,Allobaculum,1.45,2,250
250.2.11,Mock,Anaerococcus,1.72,2,250
250.2.11,Mock,Arcanobacterium,0.59,2,250
250.2.11,Mock,Bacteroidales_S24-7(Family),0.06,2,250
250.2.11,Mock,Chlamydia,0,2,250
250.2.11,Mock,Clostridiaceae.otu1,0.13,2,250
250.2.11,Mock,Clostridiaceae(Family),0.9,2,250
250.2.11,Mock,Corynebacterium,59.64,2,250
250.2.11,Mock,Enterococcus,1.16,2,250
250.2.11,Mock,Erysipelotrichacea_PSB-M-3,0.04,2,250
250.2.11,Mock,Escherichia,0.12,2,250
250.2.11,Mock,Facklamia,2.99,2,250
250.2.11,Mock,Helcococcus,1.42,2,250
250.2.11,Mock,Other,4.9,2,250
250.2.11,Mock,Peptococcus,0.2,2,250
250.2.11,Mock,Peptoniphilus,3.76,2,250
250.2.11,Mock,Porphyromonadaceae.Family.,0.09,2,250
250.2.11,Mock,Porphyromonas,0.29,2,250
250.2.11,Mock,Proteus,0,2,250
250.2.11,Mock,Ruminococcaceae.Family.,0.01,2,250
250.2.11,Mock,Rummeliibacillus,0.32,2,250
250.2.11,Mock,Solibacillus,0.14,2,250
250.2.11,Mock,Staphylococcus,16.75,2,250
250.2.11,Mock,Streptococcaceae.Family.,0,2,250
250.2.11,Mock,Weissella,0.09,2,250
250.2.14,Mock,Acinetobacter,0.4,2,250
250.2.14,Mock,Actinomyces,0.97,2,250
250.2.14,Mock,Actinomycetales.Order.,0.78,2,250
250.2.14,Mock,Aerococcaceae(Family),0.19,2,250
250.2.14,Mock,Aerococcus,9.41,2,250
250.2.14,Mock,Allobaculum,7.15,2,250
250.2.14,Mock,Anaerococcus,14.79,2,250
250.2.14,Mock,Arcanobacterium,0.7,2,250
250.2.14,Mock,Bacteroidales_S24-7(Family),0.57,2,250
250.2.14,Mock,Chlamydia,0,2,250
250.2.14,Mock,Clostridiaceae.otu1,0.61,2,250
250.2.14,Mock,Clostridiaceae(Family),3.19,2,250
250.2.14,Mock,Corynebacterium,23.86,2,250
250.2.14,Mock,Enterococcus,0.42,2,250
250.2.14,Mock,Erysipelotrichacea_PSB-M-3,0.15,2,250
250.2.14,Mock,Escherichia,0.15,2,250
250.2.14,Mock,Facklamia,5.72,2,250
250.2.14,Mock,Helcococcus,1.08,2,250
250.2.14,Mock,Other,9.8,2,250
250.2.14,Mock,Peptococcus,1.5,2,250
250.2.14,Mock,Peptoniphilus,9.77,2,250
250.2.14,Mock,Porphyromonadaceae.Family.,0.23,2,250
250.2.14,Mock,Porphyromonas,4.81,2,250
250.2.14,Mock,Proteus,0.08,2,250
250.2.14,Mock,Ruminococcaceae.Family.,0.53,2,250
250.2.14,Mock,Rummeliibacillus,0.06,2,250
250.2.14,Mock,Solibacillus,1.03,2,250
250.2.14,Mock,Staphylococcus,2.05,2,250
250.2.14,Mock,Streptococcaceae.Family.,0,2,250
250.2.14,Mock,Weissella,0,2,250
250.2.16,Mock,Acinetobacter,0.51,2,250
250.2.16,Mock,Actinomyces,1.17,2,250
250.2.16,Mock,Actinomycetales.Order.,0.49,2,250
250.2.16,Mock,Aerococcaceae(Family),0.62,2,250
250.2.16,Mock,Aerococcus,8.42,2,250
250.2.16,Mock,Allobaculum,3.23,2,250
250.2.16,Mock,Anaerococcus,6.23,2,250
250.2.16,Mock,Arcanobacterium,0.74,2,250
250.2.16,Mock,Bacteroidales_S24-7(Family),0.46,2,250
250.2.16,Mock,Chlamydia,0,2,250
250.2.16,Mock,Clostridiaceae.otu1,0.22,2,250
250.2.16,Mock,Clostridiaceae(Family),4.93,2,250
250.2.16,Mock,Corynebacterium,39.96,2,250
250.2.16,Mock,Enterococcus,0.29,2,250
250.2.16,Mock,Erysipelotrichacea_PSB-M-3,0.19,2,250
250.2.16,Mock,Escherichia,0.01,2,250
